probes_ar1/probe_c23_ar1_s0	10000	4851	-15.0000	-4.1256	0.45820	0.00000	20	0
probes_ar1/probe_c23_ar1_s1	10000	4851	-15.0000	-3.7246	0.45600	0.00000	21	0
probes_ar1/probe_c23_ar1_s2	10000	4851	-15.0000	-3.7849	0.45690	0.00000	19	0
probes_ar1/probe_ch_ar1_s0	10000	14421	-15.0000	-4.0017	0.45820	0.00000	23	0
probes_ar1/probe_ch_ar1_s1	10000	14421	-15.0000	-4.0104	0.45600	0.00000	24	0
probes_ar1/probe_ch_ar1_s2	10000	14421	-15.0000	-4.1214	0.45680	0.00000	25	0
probes_ar1/probe_n1d_ar1_s0	10000	4851	-15.0000	-3.9405	0.45820	0.00000	27	0
probes_ar1/probe_n1d_ar1_s1	10000	4851	-15.0000	-3.7312	0.45610	0.00000	27	0
probes_ar1/probe_n1d_ar1_s2	10000	4851	-15.0000	-3.6493	0.45680	0.00000	27	0
probes_ar1/probe_node_ar1_s0	10000	14420	-15.0000	-2.4808	0.45960	0.00000	1748	0
probes_ar1/probe_node_ar1_s1	10000	14420	-15.0000	-2.5066	0.45390	0.00000	1699	0
probes_ar1/probe_node_ar1_s2	10000	14420	-15.0000	-2.3026	0.45210	0.11950	1714	3
probes_at1/probe_blk6_at1_s0	10000	6	-10.9186	-3.7347	0.00000	0.00000	0	0
probes_at1/probe_blk6_at1_s1	10000	6	-10.9362	-3.6141	0.00000	0.00000	0	0
probes_at1/probe_blk6_at1_s2	10000	6	-10.9414	-3.7488	0.00000	0.00000	0	0
probes_at1/probe_node_at1_s0	10000	14420	-15.0000	-2.3026	0.45990	0.00370	1721	2
probes_at1/probe_node_at1_s1	10000	14420	-15.0000	-2.5195	0.45460	0.00000	1715	0
probes_at1/probe_node_at1_s2	10000	14420	-15.0000	-2.4625	0.45280	0.00000	1716	0
probes_bd7/probe_lay_c2_s0	8000	62	-30.0000	-3.9060	0.41825	0.00000	7	0
probes_bd7/probe_lay_c2_s1	8000	62	-30.0000	-3.8930	0.41537	0.00000	7	0
probes_bd7/probe_lay_c6_s0	8000	62	-30.0000	-4.0630	0.41863	0.00000	7	0
probes_bd7/probe_lay_c6_s1	8000	62	-30.0000	-3.7320	0.41575	0.00000	7	0
probes_bd7/probe_node_c2_s0	8000	14420	-30.0000	-2.5571	0.41213	0.00000	1084	0
probes_bd7/probe_node_c2_s1	8000	14420	-30.0000	2.0000	0.40363	0.14062	1140	2
probes_bd7/probe_node_c6_s0	8000	14420	-30.0000	1.9000	0.41313	0.00000	1069	0
probes_bd7/probe_node_c6_s1	8000	14420	-30.0000	2.0960	0.40337	0.00000	1140	0
probes_bd7/probe_w_c2_s0	8000	11173962	-30.0000	2.0000	0.39213	0.62087	3557	2775
probes_bd7/probe_w_c2_s1	8000	11173962	-30.0000	-1.9921	0.37112	0.00000	2956	0
probes_bd7/probe_w_c6_s0	8000	11173962	-25.5517	3.3729	0.00000	0.00000	0	0
probes_bd7/probe_w_c6_s1	8000	11173962	-28.3911	3.4359	0.00000	0.00000	0	0
probes_bf8/probe_lay_f60_s0	8000	62	-46.7380	-3.8790	0.00000	0.00000	0	0
probes_bf8/probe_lay_f60_s1	8000	62	-46.6201	-3.7860	0.00000	0.00000	0	0
probes_bf8/probe_lay_f90_s0	8000	62	-46.7440	-3.9300	0.00000	0.00000	0	0
probes_bf8/probe_lay_f90_s1	8000	62	-46.6301	-3.6810	0.00000	0.00000	0	0
probes_bf8/probe_node_f60_s0	8000	14420	-46.4442	-2.1681	0.00000	0.00000	0	0
probes_bf8/probe_node_f60_s1	8000	14420	-46.0284	-2.3861	0.00000	0.00000	0	0
probes_bf8/probe_node_f90_s0	8000	14420	-46.5281	-2.8391	0.00000	0.00000	0	0
probes_bf8/probe_node_f90_s1	8000	14420	-46.0944	-2.3781	0.00000	0.00000	0	0
probes_bf8/probe_w_f60_s0	8000	11173962	-45.0210	2.0000	0.00000	0.52225	0	6058
probes_bf8/probe_w_f60_s1	8000	11173962	-44.6552	-2.1361	0.00000	0.00000	0	0
probes_bf8/probe_w_f90_s0	8000	11173962	-45.0709	2.0000	0.00000	0.50675	0	13828
probes_bf8/probe_w_f90_s1	8000	11173962	-44.6632	-2.0121	0.00000	0.00000	0	0
probes_bf9/probe_lay_f60_s0	8000	62	-46.7400	-4.0280	0.00000	0.00000	0	0
probes_bf9/probe_lay_f60_s1	8000	62	-46.6321	-3.7880	0.00000	0.00000	0	0
probes_bf9/probe_lay_f60_s2	8000	62	-46.6361	-4.0410	0.00000	0.00000	0	0
probes_bf9/probe_lay_f60_s3	8000	62	-46.7040	-3.8670	0.00000	0.00000	0	0
probes_bf9/probe_node_f60_s0	8000	14420	-46.4362	-2.1281	0.00000	0.00000	0	0
probes_bf9/probe_node_f60_s1	8000	14420	-46.0644	1.6259	0.00000	0.00000	0	0
probes_bf9/probe_node_f60_s2	8000	14420	-45.7006	2.0000	0.00000	0.21600	0	2
probes_bf9/probe_node_f60_s3	8000	14420	-46.0964	2.0000	0.00000	0.34425	0	2
probes_bf9/probe_w_f60_s0	8000	11173962	-45.2069	2.0000	0.00000	0.21013	0	7716
probes_bf9/probe_w_f60_s1	8000	11173962	-44.6292	-1.7651	0.00000	0.00000	0	0
probes_bf9/probe_w_f60_s2	8000	11173962	-44.7331	2.0000	0.00000	0.52987	0	4972
probes_bf9/probe_w_f60_s3	8000	11173962	-45.0809	2.0000	0.00000	0.45088	0	2140
probes_bl5/probe_lay_e40_s0	4000	62	-26.7510	-3.8340	0.00000	0.00000	0	0
probes_bl5/probe_lay_e40_s1	4000	62	-26.6451	-3.7380	0.00000	0.00000	0	0
probes_bl5/probe_lay_e40_s2	4000	62	-26.6451	-4.0030	0.00000	0.00000	0	0
probes_bl5/probe_node_e40_s0	4000	14420	-26.5191	-2.8381	0.00000	0.00000	0	0
probes_bl5/probe_node_e40_s1	4000	14420	-26.1593	-2.7161	0.00000	0.00000	0	0
probes_bl5/probe_node_e40_s2	4000	14420	-25.9095	-2.9400	0.00000	0.00000	0	0
probes_bl5/probe_w_e40_s0	4000	11173962	-25.7935	0.0000	0.00000	0.24050	0	2820
probes_bl5/probe_w_e40_s1	4000	11173962	-24.9740	-1.9071	0.00000	0.00000	0	0
probes_bl5/probe_w_e40_s2	4000	11173962	-25.3977	-1.9561	0.00000	0.00000	0	0
probes_bn1/probe_c23_bn1_s0	10000	4851	-11.8997	-3.9183	0.00000	0.00000	0	0
probes_bn1/probe_c23_bn1_s1	10000	4851	-11.8889	-3.9196	0.00000	0.00000	0	0
probes_bn1/probe_c23_bn1_s2	10000	4851	-11.8929	-3.9226	0.00000	0.00000	0	0
probes_bn1/probe_n1d_bn1_s0	10000	4851	-11.8997	-4.0079	0.00000	0.00000	0	0
probes_bn1/probe_n1d_bn1_s1	10000	4851	-11.8887	-3.9389	0.00000	0.00000	0	0
probes_bn1/probe_n1d_bn1_s2	10000	4851	-11.8931	-4.0783	0.00000	0.00000	0	0
probes_bn1/probe_node_bn1_s0	10000	14420	-11.9125	-3.5437	0.00000	0.00000	0	0
probes_bn1/probe_node_bn1_s1	10000	14420	-11.9029	-3.5133	0.00000	0.00000	0	0
probes_bn1/probe_node_bn1_s2	10000	14420	-11.8943	-3.4626	0.00000	0.00000	0	0
probes_bo6/probe_lay_adw_s0	2000	62	-12.9507	-6.2258	0.00000	0.00000	0	0
probes_bo6/probe_lay_adw_s1	2000	62	-12.2734	-6.2278	0.00000	0.00000	0	0
probes_bo6/probe_node_adw_s0	2000	14420	-15.6608	0.0000	0.00000	0.19850	0	14
probes_bo6/probe_node_adw_s1	2000	14420	-14.8364	0.0000	0.00000	0.08800	0	5
probes_bo6/probe_w_adw_s0	2000	11173962	-16.4587	0.0000	0.00000	0.23400	0	2864
